id,text,nreposts,nlikes,nviews,tag
40321,"Студенты Вышки неубиваемые, их практически невозможно отчислить до конца, они всегда находят способ перейти на иуп. ",40,251,8322.0,Быков_ВШЭ
40273,с: А во время экзамена с прокторингом можно дудочку курить?п: Конечно можно! Вы можете себе хоть кальян забабахать! Только главное чтобы вам никто посторонний угли не переворачивал в кадре. ,186,596,12407.0,Преподаватель_ВШЭ
40261,"П: У кого родители социологи? *ноль рук* С: Социологи не размножаются.П: Вебер не размножался, Спенсер не размножался, Конт не размножался. Видимо, реально так.",60,240,8453.0,Подвойский_ВШЭ
40198,"«Студенты мгимо - сынки, а мы - self-made.",75,264,9496.0,Ледяев_ВШЭ
40188,Проект выполняется в командах (при тяжелой социофобии можно индивидуально).,30,206,7739.0,Казун_ВШЭ
40126,"П:Что делают студенты, когда преподаватель шутит? С: Смеются.П: А на самом деле?С: Кринжуют.",36,228,10536.0,Преподаватель_ВШЭ
40111,"**во время лекции студент открывает бутылку так, что слышно на всю аудиторию**П: Мои лекции, видимо, вызывают сушняк...",34,239,10390.0,Ковалев_ВШЭ
40108,Скоро вы отправитесь отдыхать на сессионную неделю.,25,218,11540.0,Субочев_ВШЭ
40096,"“Как-то в Африке прихожу к консулу, говорю, мол, дайте визу. Она говорит, мол, нет, не дам... Потом «Вы знаете, я тут обращалась к колдуну… Там для рецепта не хватает пряди волос белого человека... Давайте вы мне дадите прядь, а я вам скидку…». Ну я и согласился”.",61,304,10284.0,Павлюк_ВШЭ
40094,"*Преподаватель рассказывает об одном из своих дел*И судья так посмотрела на моего оппонента, пафосно сняла очки и сказала: «Все, что не Москва и не Санкт-Петербург - это не судебная практика, это так, несчастный случай на производстве».",57,215,10496.0,Титов_ВШЭ
40078,"Если можно сделать это с помощью искусственного интеллекта, зачем насиловать интеллект естественный?",68,274,12301.0,Пичугина_ВШЭ
40052,"«Либералы думали, что после конца Холодной войны мы сольёмся в экстазе в каком-нибудь Макдональдсе и будем говорить на плохом английском языке с индусским акцентом, но, как видите, этого не случилось».",57,235,12244.0,Суслов_ВШЭ
40038,"Дипломатические отношения как любовные. Они либо есть, либо их нет",30,238,12067.0,Щербаков_ВШЭ
40007,"Не знаю, согласитесь ли вы со мной или нет, но лучше соглашайтесь, сэкономим время.",29,218,11248.0,Кожанов_ВШЭ
39995,"""Видел по телевизору, нам предлагают ""не расплескать"" традиционные ценности. Это что же у нас за традиционные ценности такие жидкие, что их можно расплескать!""",35,238,10673.0,Каспэ_ВШЭ
39991,Сохранить печень - это искусство деловых коммуникаций.,54,223,11512.0,Чеглакова_ВШЭ
39973,"Вчера у меня был прекрасный день, т.к. с утра я решил, что ничего не буду делать.",53,368,13962.0,Голубков_ВШЭ
39968,«Теплые отношения друг к другу требуют проветривания». ,64,276,11941.0,Суздальцев_ВШЭ
39965,«Я революции видел. Я в них участвовал. Я их организовывал». ,45,256,11129.0,Суздальцев_ВШЭ
39962,Я вас накажу! Ставлю Вам 9.,36,349,12242.0,Трефилов_ВШЭ
39946,«Я бы в Вышке не смог учиться: столько экзаменов...»,62,592,17005.0,Ковалев_ВШЭ
39935,"П: Ролан Барт здесь?С: Здесь!П: Ну в смысле доклад по Ролану Барту, не он сам. У нас тут не спиритический сеанс.",58,430,12058.0,Сапонова_ВШЭ
39930,"“Вошли ли татары в нашу жизнь? У меня первая жена татарка — да, вошли, определенно”.",84,299,12757.0,Белов_ВШЭ
39929,"“Меня обхамят в Москве — так и хочется сказать: «ну ты козёл!». А обхамят где-нибудь в метро Кабо-Верде — думаешь: «хм, какое интересное антропологическое наблюдение!»""",42,307,11323.0,Павлюк_ВШЭ
39927,"«Здесь [в презентации] известный русский поэт, я думаю, вы его узнали - Паша Техник».",66,260,11715.0,Алов_ВШЭ
39923,"""Excel парализует мозг"".",50,230,12668.0,Езерская_ВШЭ
39894,"""Я сегодня пришла на Мясницкую, и, когда зашла в лифт и посмотрела в зеркало, увидела такое счастливое лицо, что поняла: всё у всех сегодня будет хорошо!""  ",14,242,10087.0,Коржавина_ВШЭ
39886,"""Есть рай, есть ад, а есть Башкортостан."" ",74,238,12345.0,Курбатова_ВШЭ
39862,"""Главный принцип сохранения заповедников в России — плохая транспортная доступность."" ",58,377,11206.0,Ивашкина_ВШЭ
39857,"Очень большой поток, очень большой... Понимаете, да? Появляется причина вас отчислять.",27,212,11485.0,Белов_ВШЭ
39852,"«Я никому ничего не должна, как Анна Асти».",34,245,10943.0,Таланов_ВШЭ
39848,"""А я считаю, что женщина всегда права"".",54,335,12140.0,Маскаева_ВШЭ
39847,«Уголовное право встало на колени перед женщинами».,50,258,10515.0,Клейменов_ВШЭ
39816,"""Хотя вот я из Зеленограда и меня лосиха чуть не сбила в центре города. Не в плане кто-то неумный на машине, а прям лосиха.""",35,223,9767.0,Белов_ВШЭ
39803,"""Я немного не рассчитал сложность, извините, это повторится."" ",56,348,11531.0,Старостин_ВШЭ
39800,"""Я распечатал ваши работы. Ненавижу карельские леса, поэтому распечатал.""",58,346,11985.0,Городничев_ВШЭ
39765,"С: ""Сталин умер в 1952 году.""П: ""К сожалению, он умер годом позже.""",27,243,10200.0,Щербаков_ВШЭ
39763,"*про благодарности в диссертации - Вот сколько спасибо: друзьям, семье… даже спасибо Богу, Боже мой.",25,243,9696.0,Рождественская_ВШЭ
39754,"Наша LMS спокойная, никуда не торопится. ",15,215,10054.0,Левитская_ВШЭ
39743,"Михаил, у меня есть ощущение, что Вы здесь всё читали. Это пугает.",48,381,12438.0,Марей_ВШЭ
39736,"Нельзя дать всем всё, потому что всех много, а всего мало.",59,351,12973.0,Иванов_ВШЭ
39730,"Как я люблю работать с теми, кто ничего не знает! Можно много выпендриваться.",41,395,11369.0,Голубков_ВШЭ
39706,"- Я немного не поняла смысл этой статьи. - Это описание дипломатических отношений, в них всегда мало смысла. ",35,251,8434.0,Большаков_ВШЭ
39699,"Я вот вижу, что люди такие запуганные становятся после экзаменов в универе. Сидят на работе и стыдятся в Интернет зайти. Не бойтесь ковыряться в телефоне!!! Ваша задача как юриста проблему решить, а не создать.",45,255,10238.0,Нотариат
39697,"«Коллеги, у вас сейчас единственное солнце, и это я».",30,223,10104.0,Голубков_ВШЭ
39695,Нам надо наладить связь с потусторонним миром. Помогите мне подключить студентов из кампусов.,33,275,10235.0,Баньковская_ВШЭ
39686,"У вышкинцев часть коры головного мозга отвечает за то, чтобы калькулировать свою итоговую оценку с первого занятия.",234,1122,22391.0,Сапонова_ВШЭ
39681,"*отмечают посещаемость*П: ""Я кого-то давно не видел *смотрит на студентку*""С: ""У меня была трещина в ноге.""П: ""Оооо, а чего так?""С: ""Неудачно проехалась в носках по кафелю"".П: ""Да уж, а холодец ешь?""С: ""Нет, прикладываю.""П: ""Как холодца зовут?""С: ""Никита.""П: ""Никита... Хороший холодец.""",110,403,13650.0,Макаренко_ВШЭ
39679,"Не надо меня поправлять, я не трусы.",141,393,13514.0,Иванов_ВШЭ
39669,"Что может быть приятнее, чем писать литобзор в новогоднюю ночь?",25,213,11169.0,Ледяев_ВШЭ
39650,"П: - Может выключим свет?С: - Давайте!П: - Ну не, уже получается интим. Интим не предлагать.",39,236,11482.0,Варламова_ВШЭ
39631,"Учитесь не радоваться хорошим результатам, тогда не будете расстраиваться от плохих",29,230,10730.0,Володин_ВШЭ
39626,Образование - это всегда насилие.,54,302,12556.0,Цифровая_картография_и_геоинформационныесистемы
39600,Лекция - это акт любви. А записывать акты любви на плёнку - это порнография. Я против этого.,203,520,12666.0,Каспэ_ВШЭ
39596,(обсуждает различия в звучании слов) Love is a deep feeling and laugh is hahahaha.,24,219,9789.0,Даценко_ВШЭ
39595,"""На лекции уже прилично так людей, целых 15"".",29,347,11780.0,Скриба_ВШЭ
39590,"Если долго смотреть в налоговый кодекс, то увидите, как он меняется у вас на глазах. ",57,367,11429.0,ВШЭ
39589,"Студенты:*закрыли все жалюзи*Преподаватель заходит в полную темноту: ""У вас тут что, какой-то интим что ли? Вы в таком сером городе прячетесь от солнца?""",25,230,10323.0,НовикКачан_ВШЭ
39584,"Коллеги, всю следующую пару будем с вами думать о римской империи.",33,332,10810.0,Лукина_ВШЭ
39578,"*студенты спросили преподавателя, почему он поднялся на 5 этаж по лестнице, а не на лифте*На самом деле я наделся, что у меня случится инфаркт и мне не придётся читать лекцию.",270,957,19069.0,Пучков_ВШЭ
39577,*чих из аудитории*Будьте здоровы. Если это не аллергия на макроэкономику.,23,253,9072.0,Розмаинский_ВШЭ
39571,Ответ на семинаре - как визит к стоматологу - неизбежен.,29,244,10915.0,Рождественская_ВШЭ
39564,"[спрашивает у студентов]- Все же егэ по истории сдавали?- Нет.- А, вы по блату поступили?- Нет, по олимпиаде!- А в каком виде спорта вы участвовали?",142,832,17932.0,Ковалев_ВШЭ
39549,"«Если вы возьмете цветы гречихи, ромашки, липы, что хотите, съедите их, добавите свой пищеварительный сок, а затем отправитесь в улей и срыгнете это всё в соты, получится ваша курсовая работа».",102,246,11666.0,Голубков_ВШЭ
39526,"“Я посмотрю, каким ты будешь оптимистом, если ты попадешь в те 2/3 студентов, что не сдали экзамен”.",34,240,12534.0,Ковалев_ВШЭ
39519,"«Я всё жду, когда мы наконец-то окончательно объединимся с Китаем и создадим единую валюту — рублянь. Она одномоментно придёт на смену доллару и евро»",179,490,17456.0,Ковалев_ВШЭ
39496,*звучит пожарная тревога*«Наконец-то. Все идем курить»,95,482,14246.0,Преподаватель_ВШЭ
39495,«It’s not about being dushnila”.,50,337,12105.0,Преподаватель_ВШЭ
39491,*о порядке авторов в публикации:- Все равны перед властью алфавита.,17,223,10035.0,Рождественская_ВШЭ
39470,"""Сдать эссе тоже будет проблематично, потому что я планирую исчезнуть"".",46,318,11750.0,Гловели_ВШЭ
39464,"Преподаватель просит старост составить списки отсутствующих.Староста: ""Я еще не знаю всех этих людей""Преподаватель: ""Пиши кого хочешь. Староста имеет право быть коварной...""",49,350,11738.0,Нагих_ВШЭ
39463,*Обсуждаем сложность теста*П: - А как вы хотели? Чтобы всё было просто? Чтобы вы пришли и все всё сразу написали на отлично?*неловкая пауза*С: - Да.,19,234,10702.0,Глазков_ВШЭ
39450,"«Вот вы знаете этих экономистов и менеджеров? Они еще на свободе, потому что юристы плохо работают».",99,256,12304.0,Преподаватель_ВШЭ
39356,"«Если бы в Советском Союзе была ИКЕА, он бы никогда не развалился».",56,321,12695.0,Ульянов_ВШЭ
39351,"""Так, вы впали в полное уныние…Этого я и хотел добиться.""",36,207,10931.0,Левин_ВШЭ
39317,"""Рождённый пить пиво бегать не может"".",100,262,14715.0,Миэм
39286,"- Если я научу вас хотя бы одной вещи за этот курс, то моя задача выполнена. Эта вещь - не быть лохами.",55,230,8872.0,Аносова_ВШЭ
39272,"В оценивании 0,5 это 1. Хотя в моей практике ни разу не было случая, чтобы 0,5 округлилось до литра. Много раз пытался, не получается. Вам везет.",113,375,13102.0,Каспэ_ВШЭ
39271,"Программисты создают все более идиотоустойчивые программы, вселенная создаёт все более совершенных идиотов. Пока вселенная побеждает.",80,284,11162.0,Яшунский_ВШЭ
39263,- Приходите к нам! Унас весело-кровь и месиво.,51,244,11506.0,Краснов_ВШЭ
39224,SmartLMS - идеальный пример отчуждения по Марксу.,30,262,10181.0,Абрамов_ВШЭ
39200,"Подтянутый вид - имидж преуспевающего человека. Я говорю сейчас о деловом стиле, а не так, как ходят студенты Высшей Школы Экономики.",52,285,13225.0,Хисямов_ВШЭ
39189,"Наш предмет по интересности я бы оценила на 2 звезды из 5. Сейчас у нас с вами будет 3 пара. Вы подготовьтесь. Веселей не будет, правда. Будет хуже.",48,270,11936.0,Финансовое_право
39156,"Пользуюсь случаем, что я профессор, заставляю вас слушать тот бред, который несу я, а не кто-то другой.",45,247,11740.0,Солодухин_ВШЭ
39146,"[Первокурсникам: ] ...новый год, новые знакомства, новые лица. Я рад вас видеть в этом богоспасаемом учреждении, Высшей школе экономики...",33,277,11599.0,Стефанович_ВШЭ
39108,"У нас не вечернее образование, оно очное и дневное, но вечером.",90,406,14094.0,Абрамов_ВШЭ
39093,"— Представляете, как он молодости девочкам мозги пудрил своей экономикой? *говорит про Смита* ",40,343,17389.0,Голованова_ВШЭ
39062,Сорвин: одна абитуриентка 8-летней давности сказала: “ВШЭ - раковая опухоль на теле России”.,71,266,13380.0,Сорвин_ВШЭ
39052,"— Об этом поговорим на третьем модуле... может быть, кто нибудь из вас и доучится.",16,239,10760.0,Калугин_ВШЭ
39047,Для этого и существует молодёжь — чтобы целоваться.,89,347,14551.0,Лейфер_ВШЭ
39045,"""Тяжело жить, когда ты интеллектуал"".",54,302,14738.0,Королев_ВШЭ
39040,"Вы поколение, выросшее в эпоху ремонта Политехнического музея. ",45,307,14596.0,Архангельский_ВШЭ
39038,"Я, кстати, президент российской ассоциации социологов. Как говорят на YouTube, подписывайтесь, ставьте лайки, вступайте в наше сообщество. ",19,234,10812.0,Покровский_ВШЭ
39022,"""Матан все равно, что китайский. Два китайских учить, ужас"".",44,302,12474.0,Салимова_ВШЭ
39014,"А теперь российская школа международных отношений: её не существует, поэтому слайд пустой.",106,439,14625.0,Королев_ВШЭ
39004,"П: Что вы смущаетесь? С: Я не уверена в решении.П: Да здесь вообще никто ни в чем не уверен. Я вообще не понимаю, где мы...Кто я? Что мы тут делаем? Контрольные какие-то, накопы...Что это? Кто-нибудь знает? ",75,386,14118.0,НовикКачан_ВШЭ
38987,"Мы все понимаем, что есть chat gpt, и мы собственно не имеем инструментов, которые его бы распознали, но…  Я побуждаю вас выбрать другой путь… путь джедая.",65,251,7704.0,Карпов_ВШЭ
38970,"Если вы смогли протусить 5 часов в клубе, прийти домой и написать дневник наблюдений, то вы блестящий этнограф. ",30,290,10511.0,Крупец_ВШЭ
38944,"Мне как-то студент вместо эссе сдал статью Владимира Владимировича Путина. Пришлось ставить 0, и тогда он меня спросил: ""Вы с чем-то не согласны? "". Так что ссылаться на слова президента - это сильно. ",186,549,13363.0,Кривушин_ВШЭ
38921,"Молодой человек, а вы в средней школе учились или очень средней.",43,220,9961.0,Преподаватель_ВШЭ
38909,"""Очень жаль, что вас не возбуждает Россия.""",124,280,12531.0,Аверин_ВШЭ
38898,"Юриспруденция - состояние души, а не диплом.",63,218,11022.0,Аверин_ВШЭ
38888,Слабоумные - это вы после римского частного права.,54,235,10954.0,Почекаев_ВШЭ
38886,Образование - дело очень неприятное; всё время только страдаешь…,45,211,9925.0,Павлюткин_ВШЭ
38881,"Как? Вы не читали ""Бесов""? Мдаа... Сдача гражданского процесса под угрозой. И вообще с вами невозможно общаться!",28,218,9380.0,Ильин_ВШЭ
38875,Студент: так это шизофрения!Лектор: да нет же! Это юриспруденция!,79,302,11231.0,Ильин_ВШЭ
38855,*защита концепции выпускной квалификационной работы (на английском языке)П: Sprechen Sie Deutsch?С: No.П: Nicht.,33,207,8694.0,Богачёв_ВШЭ
38847,"— Кто Вы по знаку зодиака? А, овен. Вот, что с вами не так...",110,279,11319.0,Кылосов_ВШЭ
38806,"Представьте, что нам человек противоположного пола подарил ящик пива… И нам остаётся только гадать: по дружбе он сделал это или по любви…",73,231,9016.0,Васильева_ВШЭ
38800,Государство состоит из множества маленьких левиафанчиков.,32,219,9818.0,Антонов_ВШЭ
38784,"Девушки умнее юношей. Потом мужчины подтягиваются, подтягиваются, и к 65 годам становятся умнее. Но с этого возраста они начинают умирать.",176,477,14460.0,Пузанов_ВШЭ
38777,У меня был стресс вообще. Я съела два торта за один день.,49,218,8477.0,Кузнецова_ВШЭ
38773,"""Стабильность хороша на кладбище"".",76,305,12876.0,Колчинская_ВШЭ
38750,"Кто-нибудь читал «Бесы»? Никто не читал…Друзья мои… Сдача гражданского процесса под угрозой. Невозможно с вами общаться, я сворачиваюсь.  ",57,301,10341.0,Ильин_ВШЭ
38747,"Суд присяжных - это обычно нормальные люди, не изуродованные высшим юридическим образованием.",60,335,11232.0,Ильин_ВШЭ
38743,"Все хотят гарантий не только независимости суда, но и того, что он не идиот.",26,233,9684.0,Ильин_ВШЭ
38726,"Почему австралийцы быстро говорят? Я спросил. Мне ответили: «Ты видел сколько там мух? Чем больше у тебя открыт рот, тем больше их тебе залетит.",44,232,10238.0,Павлюк_ВШЭ
38723,"Меня обхамят в Москве - так и хочется сказать: ‘ну ты козел!’. А обхамят где-нибудь в метро Кабо-Верде - думаешь: ‘хм, какое интересное антропологическое наблюдение!’",34,224,9190.0,Павлюк_ВШЭ
38716,А вы не были в Феодосии? Такое милое местечко. Там где продавали людей. На том месте сейчас детский парк находится.,37,235,9761.0,Белов_ВШЭ
38710,"Если я ухаживаю за девушкой, это социальное взаимодействие? Социальное.А если её парень бьет мне морду, это социальное взаимодействие? Социальное.",49,254,9243.0,Белов_ВШЭ
38697,"Труд - это когда тебя посадили на сольфеджио и ты в такой вот позе без колы и попкорна должен слушать Моцарта. Сидеть и слушать - это не waste of time, а труд.",44,226,10534.0,Павлюткин_ВШЭ
38694,"Быть другом социолога – тяжелая ноша, нужно постоянно проходить опросы и давать интервью.",85,451,13331.0,Бархатова_ВШЭ
38684,Олимпиады - это кошмар.Дети в 13 лет хотят заниматься биоправом. В каком ужасном мире мы живём если дети задумываются о таких неприличных вещах!,142,774,18000.0,Белькович_ВШЭ
38681,"П: ...можно было задать вопрос ""Назовите все семь заповедей"".С: Семь?П: Перепутала с грехами, они ближе. ",53,336,10839.0,Максименкова_ВШЭ
38679,— Вот две ошибки у Белинского в жизни: жена и Достоевский. ,36,211,9587.0,ключевые_тексты_русской_литературы
38678,С: Я лично не переживал сталинские репрессии.П: Вы бы их не пережили...,92,495,12745.0,Чураков_ВШЭ
38674,"Давайте попробую на таракане объяснить. Вам таракана жалко? Ооо прекрасно, не жалко! Нашли изгоя.",28,216,8856.0,Ильин_ВШЭ
38673,"П: А у кого-то из вас есть опыт работы по специальности? *тишина, все качают головой* П: Да, глупый вопрос. Я и сам мог бы догадаться по вашим постоянно счастливым лицам.",69,370,11404.0,Галстян_ВШЭ
38664,"Everybody wants to go to Edo, no one wants to go to дача копать картошку.",48,340,12133.0,Пузанова_ВШЭ
38658,"Доверять человеку, который не знает философию, неразумно.",51,265,11874.0,Алиев_ВШЭ
38655,"*студент опаздывает*П: Знаете, Вы будете большим начальником.(все молчат) П: Вы зашли так, что виноватым почувствовал себя я!",87,549,13439.0,Большухин_ВШЭ
38652,"Чувствую контрольную придется проверять очень легко: открыл, закрыл, поставил 0.",74,440,11816.0,Логвееков_ВШЭ
38646,Я закончил паясничать и сейчас будет сложный конец лекции.,31,300,9701.0,Марей_ВШЭ
38630,"Помимо знания теории вероятностей, у вас нет ещё и совести. ",71,429,12061.0,Подкопаев_ВШЭ
38615,Берите пример с гусей. У гусей идеальный второй тон.,78,312,11678.0,Шалимова_ВШЭ
38612,"Конечно, я вас обманула! А вы меня не обманули? Весь семинар сидите в бравл Старс играете!",114,447,12916.0,Преснова_ВШЭ
38601,"Представьте, что к вам в окно лезут мгушники. ",144,585,14650.0,Чеснокова_ВШЭ
38597,"Если страшно, берите академ.",67,360,12050.0,Ковалев_ВШЭ
38572,"Чтобы лучше понять свой исследовательский вопрос, попробуйте объяснить его родителям, а лучше бабушке. Бабушка обязана вас любить, но не обязана вас понимать. Воспользуйтесь её любовью, поэксплуатируйте свою бабушку. ",94,466,13989.0,Климов_ВШЭ
38571,*пишем диктант*— Вы над нами издеваетесь?— Только ради этого стоило устраиваться преподавателем.,78,354,11468.0,Овсянникова_ВШЭ
38548,"Знаете, после 73 лет страдания фигней сложно что-то нормальное написать.",30,208,9489.0,Репин_ВШЭ
38524,"Внимательно изучайте правовую базу своего университета. Если существует требование являться на экзамен со шпагой, то являйтесь со шпагой.",42,289,9203.0,Хвальков_ВШЭ
38521,"*Студент цитирует статью препода*Ко: Погоди, погоди, сейчас нимб поправлю...",54,380,10322.0,Ковалев_ВШЭ
38512,"Мы снова топ-1 там, где топ-1 быть не надо.",72,364,9605.0,Володин_ВШЭ
38504,Мы - жизнерадостное социальное дно! ,62,218,8642.0,Большаков_ВШЭ
38488,"«Как разлагаются современные дети? Они сначала хотят конфет, потом конфет с ромом, а потом ром без конфет…»",123,333,10032.0,Кузьмин_ВШЭ
38485,"Говорите громче, чтобы все слышали как вы позоритесь.",137,521,12119.0,Почекаев_ВШЭ
38422,"*Смех в аудитории*Девчонки, в экономике спад, а вам смешно!",48,332,9552.0,Матвеева_ВШЭ
38413,Зачем я вам это рассказала?.. Избыточные знания ведут ко многим печалям...,27,235,8665.0,Деменева_ВШЭ
38395,"Если вы выбрали японский язык, это уже говорит о том, что детство у вас было тяжелое. Психически здоровые люди японский не выбирают.",194,438,12194.0,Чайковская_ВШЭ
38391,"С: *решает интеграл*П: Да, отлично, совершенно правильно, только неправильно.",48,276,8863.0,Кульчицкий_ВШЭ
38390,"Мне очень сложно, коллеги, потому что вы не знаете ничего.",76,458,12007.0,Овсянникова_ВШЭ
38387,Право – это искусство бабла и эффективности.,81,274,10199.0,Овсянникова_ВШЭ
38370,"У меня кстати дочь буквально на неделе спрашивает: «Мама, а что бы ты хотела посмотреть в Лондоне?» Не знаю, что она хотела услышать. Я сказала: «Могилу Ньютона!»",35,207,8127.0,Салимова_ВШЭ
38347,Юристы! С ними советуются президенты... Иногда. Лучше бы почаще. Многих проблем можно было бы избежать.,32,263,9349.0,Ильин_ВШЭ
38305,"За годы преподавания я заметил, что людей 21-го века секс не интересует.",122,248,9741.0,Лечич_ВШЭ
38298,*преподаватель рассказывает о важности работы в школе*С: А если мне дети не нравятся?П: А вы их не ешьте!,73,300,16089.0,Бикташева_ВШЭ
38295,"Вы, наверное, не пробовали пока работать. Ну и не надо.",76,422,15533.0,Абрамов_ВШЭ
38294,Ну никто же не учит 400 формул из нормальных людей.,31,232,11042.0,Грачёв_ВШЭ
38293,"Юриспруденция - это состояние души, а не диплом.",71,283,12379.0,Аверин_ВШЭ
38273,Лекция должна вызывать страдания у всех.,149,592,26335.0,Самохина_ВШЭ
38261,"Екатерину слушаем, потом в курилку.",84,341,16422.0,Боголюбов_ВШЭ
38255,Не всегда женщина худший вариант.,95,235,13378.0,Кузьмин_ВШЭ
38248,Эффектность - всегда важнее эффективности.,64,325,13278.0,Деменева_ВШЭ
38242,"/обсуждение структуры экзамена/— А мы сами выбираем тему?— Нет. Слепой случай, рок, судьба, анархия — они определяют тему. ",88,554,31540.0,Долгорукова_ВШЭ
38219,Правда – Салическая.Суд – общинный.Отель – Триваго.,50,285,12902.0,Тутаев_ВШЭ
38214,"*студент впервые появляется на паре спустя модуль* Ну что сказать, с премьерой вас! ",38,282,12701.0,Рябинин_ВШЭ
38210,"""Красиво делайте, некрасиво не делайте.""",57,291,12703.0,Беляков_ВШЭ
38202,"Когда я рос, у нас был один смайлик улыбающийся.. ну и второй неулыбающийся, остальное - от лукавого.",36,257,12922.0,Вечерин_ВШЭ
38190,Единственное зачем нужен красный диплом - это в будущем шлёпать им мужа по гарцующей попе.,498,405,29335.0,Нагих_ВШЭ
38134,"В МГ*А учат тому, на какой стадии процесса надо давать взятки.",361,385,21596.0,Нагих_ВШЭ
38122,"""Okay, let us use this bloody language because these shit-kicking cowboys can't understand French"".",63,261,15457.0,Щербаков_ВШЭ
38116,"С-т: нет, я не смогу.П: Ну *имя* то сможет? С-ка: Я попробую...П: Ну конечно, попробуете. У нас же все держится на женщинах.",55,278,17203.0,Коган_ВШЭ
38115,"Если вы начали думать, значит вы делаете что-то не то",178,515,24509.0,Логвенков_ВШЭ
38100,"Нет слова «потретюсь», поэтому повторюсь в третий раз.",42,295,16660.0,Минх_ВШЭ
38083,"Я знаю как ответить, другое дело, что ответа нет.",48,378,11568.0,Тузов_ВШЭ
38081,"*разговор о русскости в ""Муму"", русских национальных парадигмахАвось, небось и как-нибудь – три кита русской жизни.",57,247,15920.0,Замятина_ВШЭ
38077,"Если бы никто не ошибался, моя жизнь не имела бы смысла. Что бы я тогда делал? устроился бы куда-нибудь собирать апельсины…",23,225,12523.0,Файер_ВШЭ
38074,"Студентка: возмущается, что в аудиозаписи по китайскому слишком быстро диктуют слова для параллельного перевода на китайский и что ей пришлось запоминать порядок слов, чтобы успевать переводить.Анна Юрьевна: представляешь, насколько ты отсрочила свой альцгеймер?",117,623,26116.0,Овсянникова_ВШЭ
38055,"Если вам всё понятно, то вас обманывают!",31,334,16487.0,Нагих_ВШЭ
38047,Мужики без присмотра - это ужасно!,110,339,18569.0,Нагих_ВШЭ
38044,Какой идиотизм эта история!,29,220,12497.0,Нагих_ВШЭ
38007,Бесплатно старайтесь не работать. Это безнравственно.,244,977,42140.0,Нагих_ВШЭ
37968,"Если бы вы хотели быть юристами-лузерами, то пошли бы в МГЮА.",413,450,22359.0,Нагих_ВШЭ
37957,Стриптизория туфелька.,74,221,14850.0,Нагих_ВШЭ
37948,"Преподаватель: Вы что, любите эротического аниме?Студент: Нет.Преподаватель (аудитории): Он предпочитает жёсткое порно что ли?",379,386,36374.0,Преподаватель_ВШЭ
37943,"Кто первый надел халат, тот и психиатр.",84,412,13150.0,Петербургский_ВШЭ
37940,"Пары в 9 утра созданы, чтобы пытать преподавателей и студентов.",44,438,17431.0,Казун_ВШЭ
37926,- Если вы ниче не умеете это капец нормально.,160,648,23618.0,Саберов_ВШЭ
37923,"Человек не был создан для труда. Когда он трудится, у него начинает болеть спина, он несчастлив.",301,849,41679.0,Архипов_ВШЭ
37915,"Если вы видите, что у вас что-то не так с оценкой, вы мне пишете «what the f*ck», и мы с вами решаем этот вопрос.",291,733,29144.0,Орлова_ВШЭ
37912,"*преподаватель приводит пример вежливой фразы:- Давайте откроем окно. Коллеги, давайте откроем окно. Я буду очень рад, если кто-то откроет окно. Было бы здорово, если бы кто-то открыл окно. Как было бы хорошо, если бы кто-то догадался, что я серьёзно прошу открыть окно. Пожалуйста, откройте окно в аудитории 102 на Мясницкой 20. Я буду продолжать говорить эту фразу, пока кто-то не откроет окно.*студент открывает окно.- Спасибо, продолжаем. Просто в этой части аудитории очень жарко.",66,479,14218.0,Влахов_ВШЭ
37889,"Вы же знаете, кто такой Оксимирон? Я вам сейчас зачитаю строчку из его произведения… Ну, не зачитаю, конечно, ну вы поняли.",77,390,11359.0,Кожанов_ВШЭ
37880,Эта дичь называется «единичная матрица».,31,218,13263.0,Никонов_ВШЭ
37873,"Зачем что-то учить..? Сильным тренировки не нужны, а слабым тренировки не помогут.",462,1033,38154.0,Логвенков_ВШЭ
37870,"Если вы в депрессии, постарайтесь прийти хотя бы на три первых семинара.",185,930,18257.0,Круглова_ВШЭ
37862,Первый либерал в истории человечества - Иисус Христос.,128,402,19852.0,Суслов_ВШЭ
37855,"Сырник - это плебей, а вот чизкейк - это ровный пацан, такой себе хипстер на лонгборде.",121,331,14183.0,Нагорная_ВШЭ
37840,"Сюрприз это, конечно, хорошо, но в слове ""сюрприз"" есть слово ""сюр""...",71,420,16003.0,Афанасьев_ВШЭ
37798,"Во-первых, у него своеобразный вкус, во-вторых, у нее квартира.",61,316,14113.0,Долотов_ВШЭ
37797,"Читали?! Или под подушку положили, как Александр Македонский?",21,234,12215.0,Кашлявик_ВШЭ
37794,"Анархия, произвол, трэш, угар - это все про международное право, я правильно понимаю?",73,344,16038.0,Хабибулин_ВШЭ
37779,Прокручивание ленты новостей - это занятие мастурбацией.,170,299,18860.0,Кудрявцева_ВШЭ
37761,"Ты сейчас не субъект правоотношений, а объект.",31,209,11023.0,Минх_ВШЭ
37756,"Плохое в языке изучать намного интереснее, чем хорошее… и к тому же проще!",20,303,14067.0,Кронгауз_ВШЭ
37749,"Мои хорошие, ещё экзамена даже не было, а вы уже забыли.",40,459,14022.0,Гуменная_ВШЭ
37739,"Иногда смотришь на то, как тебя цитируют, и думаешь: «Я этого не говорила! Вообще не об этом речь шла!»",20,290,17092.0,Казун_ВШЭ
