id,text,nreposts,nlikes,nviews,tag
22069,- Как ваши дела?- Хорошо- Почему?,10,384,8571.0,Астахов_ВШЭ
22053,"Самоубийство, это же на всю жизнь.",5,206,4439.0,Молчанова_ВШЭ
21975,Сейчас благодаря социальным сетям нытье стало общим культурным феноменом.,11,319,7524.0,Мартынов_ВШЭ
21936,Так коллеги потише я мем пересказываю.,6,329,8099.0,Гуляев_ВШЭ
21899,"*читает в учебнике словосочетание «what is more”*What is more? What is more?IELTS don’t hurt me, don’t hurt me no more.",2,451,7366.0,Хомутский_ВШЭ
21895,"Я, конечно, понимаю, что вас, молодые люди, заинтересовала тема инцеста, но нам надо к простиуции уже переходить!",5,302,6120.0,Присяжнюк_ВШЭ
21870,"Кто считает, что у него есть душа, поднимите руки. Смелее, мы не будем над вами смеяться.",3,216,4967.0,Селиверстов_ВШЭ
21855,"Обсуждаем TED Talk тети из Нигерии - она была из зажиточной семьи, у них в доме работал мальчик, прибирался.СТУД: So how could she afford a slave, basically?ПРЕП: I dunno, her parents were tutors at the university, so maybe they earned a lot.СТУД: YOU work at the university! Do you have slaves?ПРЕП: Well... (считает студентов по головам) One, two, three...",2,345,6127.0,Кушик_ВШЭ
21647,"*идет семинар,а реподаватель задаёт сложный вопрос *-....мда, я не думал, что Вы так долго гуглите!",2,222,7241.0,Польской_ВШЭ
21626,"Студент приводит в пример Фиванский священный отряд (греческий боевой отряд состоящий из геев-любовников)Присяжнюк: конечно, кто ещё лучше прикроет твой тыл?",4,235,7352.0,Присяжнюк_ВШЭ
21576,"Я тоже, конечно, иногда ухожу от темы, но у меня Византийская теология, а у вас, извините, анекдоты про блондинок.",4,242,6965.0,Астахов_ВШЭ
21532,"Да, я смотрел «Чип и Дэйл». Это все таки мое детство было. А ещё все «Утиные истории». Ну ещё немного «Мишки Гамми». А потом мне исполнилось 30 и я перестал.",5,338,6671.0,Голубков_ВШЭ
21478,"Для СС всегда был важен вопрос крови. Так, нет, с этого нельзя начинать лекцию о донорстве в СтудСовете.",5,278,8004.0,Шпак_ВШЭ
21476,У вас такой странный предмет есть «ВИЧ». Прикольно получать плюсики по ВИЧу?,2,317,6343.0,Присяжнюк_ВШЭ
21469,"- Ребят, начнем с чего: что за флешмоб добавиться в друзья к Копыловой и пролайкать все ее фотографии с 2010 года? ",1,237,6173.0,Копылова_ВШЭ
21443,"Первая тюрьма в Иране, кстати, была спроектирована русским архитектором. Я там был, очень красиво!",4,219,5937.0,Алонцев_ВШЭ
21369,"*Пятница, 19:00. Громкий звук удара стеклянной бутылки об пол*— А вот это знакомый звук в пятницу вечером!",4,360,9969.0,Быстров_ВШЭ
21338,"*включает Irreplaceable-Beyoncé*- Сейчас ещё один куплет послушаем, там мое любимое место!",1,217,5717.0,Астахов_ВШЭ
21317,"Каждый раз, когда я говорю слово «проститутка», я почему-то попадаю в цитатник.",2,266,4295.0,Лечич_ВШЭ
21202,"Допустим, все мы знаем законы физики... (истерический смех студентов гуманитарного факультета).",2,225,4387.0,Философия
21178,"До светлого будущего я могу и не дожить, а вот за светлым пивом мне только дорогу перейти.",6,273,6491.0,Буйлова_ВШЭ
21069,"В первом наборе на наш факультет было всего 40 человек. И, честно говоря, мы хотели, чтобы столько было всегда. Хотели, чтобы у нас был такой маленький элитарный факультет, где учились бы элитные студенты у элитных преподавателей. Но сверху нам сказали, что надо набирать больше. Наш декан долго спорил с ними и не хотел на такое соглашаться. Но тогда нам сказали: «Тогда все эти люди пойдут в МГУ, вы этого хотите?» С этим согласиться мы никак не могли, пришлось спасать абитуриентов. ",9,382,7196.0,Будницкий_ВШЭ
21043,"Достаточно один раз сходить в военкомат, чтобы стать либертарианцем.",5,217,6521.0,Мартынов_ВШЭ
21040,"*Мартынов проводит параллель между партиями и предпочтениями в сексе:Сталин - БДСМ (""ну это же очевидно"").Консерваторы - миссионерская поза с выключенным светом.Анархисты - полиамория, самые странные оргии.Либертарианцы - ""мы просто хотим заниматься сексом с детьми"".",5,218,5453.0,Философия
21022,"После того как я задаю первому курсу описание графика, я всегда впадаю в депрессию, из которой меня может вывести только алкоголь. Но после вас я, похоже, перейду на тяжелые наркотики.",1,250,4819.0,Хомутский_ВШЭ
20814,Платон умер в день своего рождения. Он жил стильно. И умер стильно.,2,293,5691.0,Астахов_ВШЭ
20810,"Каждый философ - набор мемов, набор странной информации. Надеюсь, у вас будет мем-карта к концу курса.",4,234,7174.0,Астахов_ВШЭ
20805,"Вам придётся смотреть мою презентацию, я вам очень сочувствую.",1,214,4875.0,Астахов_ВШЭ
20705,Imagine we are all English in an English school in 19th century. (Показывает на студента из Индии) You are from the colony!,2,264,7173.0,Исэров_ВШЭ
20688,"У вас тут в кое-то веки встреча с прекрасным, а вы там какой-то ерундой занимаетесь. Встреча с прекрасным это со мной.",6,237,7503.0,Голубков_ВШЭ
20630,"Ребят, я понимаю, пятая пара, но ничего. Вот у нас в университете было по шесть пар. Правда, я приходил к четвёртой.",3,264,4743.0,Новиков_ВШЭ
20617,"Не надо расслабляться. Потом расслабитесь.Хотя когда потом, вы же в Высшей школе экономики.. Ну на том свете разве что. ",12,306,9829.0,Карпенко_ВШЭ
20566,"Пришли сюда поболтать.. за 715 000, на минуточку. Это у вас сейчас скидка есть, скоро её не будет.",1,227,4284.0,Бессонова_ВШЭ
20528,- Вы куда поступили? На экономический? Вот и экономьте. ,9,246,10145.0,Хабина_ВШЭ
20499,"Это, вообще, показательный пример... О, нет, сейчас модно говорить ""кейс"".",0,218,5552.0,Гамалей_ВШЭ
20495,"Почему вы не прочитали первые пять страниц ""Тропика Рака"" Генри Миллера? Я даже пройспойлерил, что это порнография, а вы всё равно не читаете... ",0,220,5536.0,Астахов_ВШЭ
20493,— Назовите популярную в последние годы субкультуру? — К-поперы.— Это последователи Карла Поппера?,10,274,5147.0,Вербилович_ВШЭ
20475,Данилевский отмечает присутствующих по списку: *фамилия* тут?Студенты: его с нами нет.Данилевский: сейчас или вообще?Студенты: он в МГУ вообще.Данилевский: я поставил на нем большой жирный крест.,8,304,4740.0,Данилевский_ВШЭ
20352,*после длинного приступа кашля*Положите меня среди лилий...,8,227,7987.0,Рондарев_ВШЭ
20302,"Преподаватель: Есть у кого пистолет или револьвер. Зачем нам его тащить? Так и запишем, погиб в первом модуле. Герой!Студент: ...Преподаватель: Ты мне прости эту шутку. Можете надо мной тоже посмеяться. Это ни на что не повлияет, только на накоп.",1,214,5646.0,Мусаилов_ВШЭ
20297,"Ну, не знаю, мне было приятно узнать, что мой генетический код совпадает с обезьяной. Это повышение, до этого мама всё свиньей называла. ",2,227,5801.0,Часовских_ВШЭ
20163,"Доказывать мы это не будем, но я вам мамой клянусь, что это так.",4,251,5301.0,Лобанов_ВШЭ
20067,- Я не ем сладкое и практически не пью. - А как вы расслабляетесь? - А я не напрягаюсь.,6,435,7805.0,Ница_ВШЭ
20060,*Студенты фотографируют записи с доски*Зачем фотографируете? Я для вас книгу написала! ,3,283,5217.0,Бурмистрова_ВШЭ
20058,"Не хочу, чтобы вы ходили на митинги, хочу, чтобы вы ходили на пары.",1,233,5680.0,Вечерин_ВШЭ
20054,У Бога вообще нет проблем. Единственная проблема Бога - это вы.,12,281,7254.0,Астахов_ВШЭ
20020,"- На ноль делить можно!(Кто-то из зала) - Вы сломали нашу жизнь.- Ещё нет, но я могу.",0,251,6141.0,Филимонов_ВШЭ
19994,"*десять минут до конца семинара, заходит опоздавший студент*Преподаватель: Как говорит древняя притча: «И тот, кто придёт без пяти минут полночь - спасётся...»",2,250,5524.0,Архипов_ВШЭ
19938,"Запомните, перманентный маркер - зло. Для учителей, которые его используют есть отдельный ад, где нельзя стереть свои грехи. ",3,235,5889.0,Хомутский_ВШЭ
19887,- For IELTS writing you need a pencil and your brain. For ЕГЭ - black pen and Russian passport. You see it’s quite different. ,6,584,10991.0,Хомутский_ВШЭ
19881,"Я не совсем понимаю, почему я не понимаю.",9,283,13462.0,Студент_ВШЭ
19876,"Преподаватель: Сколько вы спите?Студент: Где-то 10 часовПреподаватель: О, так это отлично!Студент: В неделю...",13,489,16414.0,Фаизовна_ВШЭ
19855,Хочешь загубить дело - поручи его мужчине.,5,232,6775.0,Бурмистрова_ВШЭ
19748,"— Знаете, вот ничто не объединяет сильнее преподавателя со студентами, чем первая пара в субботу... Мы в этом плане равны с вами в наших эмоциях.",3,331,9161.0,Быстров_ВШЭ
19738,"Дедлайны — не дети, справишься.",12,413,14078.0,Студент_ВШЭ
19679,Астахов: — Как вам Аврелий Августин? *показывает икону на экране*Студент: — На Ивана Дорна похож. Астахов: — Похож? Можете напеть хоть одну его песню? Держите микрофон *реально протягивает микрофон*,1,238,7277.0,Астахов_ВШЭ
19643,"Студент: Боже, я хочу помереть.Астахова: Зачем? Помереть всегда успеешь, а пока можно просто накатить.",4,257,7227.0,Астахова_ВШЭ
19635,"Студенты очень любят использовать""грубо говоря"", когда в чем-то не уверены, не знают каких-то нюансов и вообще с материалом знакомы поверхностно, вот скажешь ""грубо говоря"", и преподаватель не придирется, грубо говоря же.",2,222,6211.0,Левченко_ВШЭ
19626,"Студентка: Популярность «Пятидесяти оттенков серого» во многом обусловлена тем, что многие женщины хотели бы встретить миллионера...Успенский: Ну, почему же сразу только женщины? Я бы тоже, может быть, хотел бы встретить миллионера, чтобы ничего вот этого вот в моей жизни больше не было...",10,381,8712.0,Успенский_ВШЭ
19621,"Сократ даже свою смерть превратил в перфоманас... Сказал свою речь ученикам, улыбнулся, выпил яд и умер. Mission completed.",3,223,6820.0,Лечич_ВШЭ
19572,"— Кстати, не надо постить мои цитатки в цитатник ВШЭ. Мне хватило «Логистики». А то мне потом присылают в WhatsUp скриншоты с подписями ""Ору"", ""Я под столом"" и так далее.",0,309,6725.0,Саидов_ВШЭ
19561,"- Тот, кто не помнит свойства, может его вывести.- Что-то я не вывожу.",4,263,8078.0,Лобанов_ВШЭ
19555,"Я не выбирал учить вас, вы не выбирали меня. Просто у меня такая странная профессия, а у вас такое странное образование.",5,297,7393.0,Мартынов_ВШЭ
19537,"Дети - очень дорогое удовольствие, от которого нет никакой отдачи и никакой практической пользы. Дети - это чисто по фану.",6,256,6330.0,Куренной_ВШЭ
19530,- В какой форме будет проходить экзамен?- В комфортной.,3,251,6070.0,Пенская_ВШЭ
19518,"Понятно, что они не просто вдруг взяли и открыли новый язык. Они искали, так сказать, грибные места.Я не имею в виду, что употребление грибов приводит к открытию нового языка.",6,245,6480.0,Файер_ВШЭ
19342,"Астахов: А вы уверены, что я ваш преподаватель? Может я просто с улицы пришёл, украл пропуск и свою фотку наклеил. Студент: А зачем? Астахов: Тут тепло. Мне даже компьютер дали. Просто приходишь, говоришь ""Мне нужен компьютер"" и всё! ",5,362,7724.0,Астахов_ВШЭ
19326,"Астахов: — Как вам картинка? Студенты: — Ну так, не очень. Астахов: — Не забывайте, что преподаватели падки на лесть. Студенты: — Прекрасно, великолепно, превосходно! ",2,326,7410.0,Астахов_ВШЭ
19209,"На паре по латыниСамохвалова:- Вы знаете, как будет ""лавр"" по-гречески? ""Дафнэ"". Это из мифа про Диониса и Дафну. Она ему понравилась, он за ней бежал ну понятно с какой целью. А она превратилась в лавровое дерево, но Диониса это не остановило...*Сдавленный крик студентки: ""Оууу, нет...!!!""- ...он нарвал листьев и сделал себе лавровый венок!",2,263,7846.0,Самохвалова_ВШЭ
19204,"Пока кормят в ВШЭ, я преподаю в ВШЭ. Предложат на 10 рублей больше, пойду в МГУ.",5,271,6437.0,Сорвин_ВШЭ
19201,Я вижу кто-то уже уснул! За одно моё предложение! Это достижение. ,1,215,6007.0,Астахов_ВШЭ
19198,"Я не буду тягаться со Смешариками, моя лекция будет проще. ",10,410,7603.0,Астахов_ВШЭ
19196,"В конце пары:— Простите все, кому мешал спать. ",1,256,5777.0,Астахов_ВШЭ
19194,"Если у вас депрессия, открывайте ""Письма к Луцилию"". Если вам хорошо, открывайте ""Письма к Луцилию"". Если вы хотите есть после шести, ""Письма к Луцилию"" вас удержат. ",6,267,7700.0,Астахов_ВШЭ
19172,"Вы можете закрыть за собой окно?...Ну, оно правда за вами находится.",1,221,5953.0,Астахов_ВШЭ
19155,«На дереве хорошем и повеситься не жаль» – это в каком-то смысле про учёбу в Вышке.,8,317,8440.0,Самохвалова_ВШЭ
19136,"Что такое отбор? Все мы проходим отбор. Вот например, САМЫЕ умные поступили в ВШЭ. Ну а просто умные - в МГУ",12,381,8773.0,Сорвин_ВШЭ
19125,"- Вот вы думаете что вы поступили на экономику и будет все у вас как в Волк с Уолл стрит, будете карликов кидать, а вот нет, будете весь день в excel сидеть и все.",3,249,6127.0,Мельник_ВШЭ
19075,В Вышке сочетать здоровье и учебу практически невозможно.,16,498,10300.0,Ковалев_ВШЭ
19064,"— Что мне нужно, чтобы получить 10 за семинарскую работу?— Нужно быть сволочью.",3,256,6508.0,Саидов_ВШЭ
19055,"— Присутствие вашего тела, не важно в каком состоянии — хоть вас принесут и положат — один балл.",1,262,6434.0,Саидов_ВШЭ
19026,"Мы сделаем всё, чтобы вам было так же сложно учиться, как было сложно поступать.",17,443,10403.0,Кузьминов_ВШЭ
18990,Please avoid dying.,6,211,11463.0,Галкина_ВШЭ
18972,Какие-то вы подавленные. Кто сегодня опередил меня в деле изнасилования ваших мозгов?,7,260,5441.0,Закревский_ВШЭ
18968,"Рубин, рассказывая про определения и их смысл:- Are you guys with me? Everything is clear so far?* хором 'yea', но один студент говорит 'no' *- Aleх, you are a kind of an eхpert in not understanding anything...",1,225,6102.0,Рубин_ВШЭ
18962,"А сейчас будет, что называется, прикол. Вообще, математика — наука о приколах.",9,232,7532.0,Буров_ВШЭ
18902,"Вряд ли девушки, сидящие в этой аудитории, лелеют надежду выйти замуж за сантехника.*пауза*Ладно, забудьте, а то потом скажете, что Кирилл Валентинович накаркал.",8,233,8072.0,Сорвин_ВШЭ
18893,"— Задние ряды, спите? — Нет! — А почему? Там достаточно удобно. ",4,282,5648.0,Астахо_ВШЭ
18884,"Очень сложно быть нормальным философом, когда у тебя нет своей школы. Вот у меня нет. Я похож на нормального философа? Где мой виноград? Где мой диван? Только грязные стулья.",7,342,7073.0,Астахов_ВШЭ
18825,Думать - больно.,13,237,10432.0,Лечич_ВШЭ
18813,"Сначала вы посмотрите в бездну, потом бездна посмотрит в вас, а потом вы уже создаёте рок-группу. ",6,268,6933.0,Астахов_ВШЭ
18811,"— То есть, на экзамен лучше не идти? — Лучше развивать кругозор, критическое мышление и страдать. ",5,229,6177.0,Астахов_ВШЭ
18803,"Звук уведомления. Азер Гамидович лезет в карман, достает телефон, вслух читает:- Данный абонент хотел с вами...Убирает телефон:- Со мной много кто хотел!",2,220,6301.0,Эфендиев_ВШЭ
18794,"Вообще, в античной литературе тема вина всегда имеет философский подтекст. Мол, жить страшно, мы все умрем, возможно даже прямо сейчас, так что давайте быстренько выпьем. ",14,342,10096.0,Самохвалова_ВШЭ
18791,"«Сегодня мы с вами разбираем греческую трагедию... И главная трагедия состоит в том, что у нас на это всего одна лекция». ",3,213,5729.0,Самохвалова_ВШЭ
18784,"Стою у КПП и парю. Подходит Рубин:- It gives you cancer too, but that’s nice cause I hate you.- Me too.- Let me please hold it.- Yeah, ok.- So heavy... The first time I’m so close to...- LGBT community?- Yeah, right.",6,311,7268.0,Рубин_ВШЭ
18675,Я однажды чуть не заснула на собственной лекции.,3,291,6223.0,Данько_ВШЭ
18663,"Первая лекция по информатике. Знакомство с программами обучения.— Здесь есть сильные программисты?*Групповое молчание*— Физически сильные, надо парты перетащить.",4,338,8566.0,Акиньшин_ВШЭ
18658,"Знакомство с группой. Рассказываем про оппонента:— А ещё он занимается боксом. *все*: Вау, круто. — Вообще-то битбоксом.",2,328,11151.0,ВШЭ
18543,"— Университет — это то место, где мы все можем спрятать голову в песок. В мире черти что происходит, а мы здесь как бы заняты и все понятно...",14,374,11360.0,Мартынов_ВШЭ
18433,Nothing is working and no one is present and welcome to the higher school of economics!,7,228,7801.0,Волконская_ВШЭ
18424,"Каждый народ имеет то правительство, которое его имеет.",6,226,7831.0,Почекаев_ВШЭ
18303,"Вы должны были все майские праздники читать эти документы!! А вы чем занимались? Не, ну по вашим рожам опухшим я то понимаю чем вы занимались....",3,214,7400.0,Почекаев_ВШЭ
18290,"Экономика - как религия: ничего не понимаем, но верим. ",7,261,9234.0,Протасевич_ВШЭ
18277,"Дэдлайн от слова ""смерть"".",6,216,8098.0,Каспэ_ВШЭ
18199,Science is not boring. Science is sexy.,9,247,10846.0,Рубин_ВШЭ
18185,"Anyway good luck with all your exams, keep climbing your gdp ladder, and don’t worry about happiness, you’ll get it after you die.",12,306,14313.0,Рубин_ВШЭ
18148,"Перед началом лекции гробовая тишина в аудитории.R- Hmm, It is so quiet here. I am shocked how quiet you are, I am not get used to working when it is so quiet. Can you take your phones and play with them or talk to your neighbor?",1,258,6381.0,Рубин_ВШЭ
18016,"Господи, зачем я это всё преподаю. Это такая дичь...",5,248,5342.0,Быков_ВШЭ
17758,"Вы поймите, Высшая Школа Экономики - это не худшее, что с вами могло случиться в жизни.",6,379,10709.0,Галкина_ВШЭ
17751,"П: Да уж географические знания у вас прихрамывают.С: Мы же не географы, мы юристы...П: Да и юристы из вас, прямо скажем, хреновые!",4,257,6698.0,Почекаев_ВШЭ
17656,"Глицин - это препарат из группы ""хуже точно не будет, а может даже и поможет"".",3,315,6266.0,Фонсова_ВШЭ
17639,Вы же студенты Высшей Школы Экономики. Выше нет!,2,218,6395.0,Косоруков_ВШЭ
17546,Опрос займёт ровно 10 минут и пройдёт в первые две минуты пары.,2,268,6714.0,Гусев_ВШЭ
17502,"Так, у нас есть 4 минуты, чтобы поговорить о вечности.",3,213,6185.0,Копылова_ВШЭ
17459,"- Я уже 4 дня не курю.*аплодисменты студентов*- Так что если я попробую у кого-нибудь стрельнуть сигаретку, то не давайте. А у меня стаж, между прочим, 50 лет.",1,212,5429.0,Фонсова_ВШЭ
17321,"С: Извините, а почему 8?Б: Ну 10 - это космос, 9 - это блестяще, 8 - это так поблёскивающе)",3,263,5010.0,Бурда_ВШЭ
17274,"Мне, все понравилось, у вас отличное выступление, садитесь, оценка 7.",3,206,5026.0,Бурда_ВШЭ
17209,При Наполеоне было как при Путине: относительно стабильно и по сравнению с 90-ми лучше. ,2,230,5838.0,Новиков_ВШЭ
17185,I have been working in HSE for 4 years which is 4 years longer than i wanted here to be. ,2,322,7187.0,Мусабиров_ВШЭ
17178,"Мы с коллегой думали, что дебаты о существовании бога сейчас никого не интересуют, но, оказалось, что мы не знаем современного студента Высшей Школы Экономики. От этого, оказывается, вас начинает штырить как от кокаина, и поэтому для нас это будет хороший способ потратить ещё один семинар.",5,239,6124.0,Мартынов_ВШЭ
17167,"Кто не с правом, тот под правом.",6,305,8626.0,Быстров_ВШЭ
17149,Кто рано встаёт — тот весь день хочет спать.,15,304,8155.0,Большухин_ВШЭ
17107,Если ты не знаешь 3 отличия между вупсенем и пупсенем можешь просто выйти с пары. ,8,225,6121.0,Семенов_ВШЭ
17015,"Почему Сократа приговорили к казни? Он всех достал! Сократ ходил по полису с молодежью, которая хотела лулзов и тролил уважаемых граждан. В своем специфическом виде спорта он клал всех противников на лопатки.",6,232,7235.0,Файер_ВШЭ
16936,"В эпоху Екатерины появляется понятие собственности. Собственность это хорошо? Из зала: Да! Лектор: Да, конечно хорошо, если ВЫ не собственность.",2,207,5707.0,Соловьев_ВШЭ
16911,У каждой интеллигентной девушки бывает феминистический период.,4,225,6360.0,Графова_ВШЭ
16895,П: Все знают значение слова «флуктуируют»? Это значит «колеблются». С: А нельзя было так сразу сказать?П: Это наука. Здесь нельзя так просто говорить.,7,251,6242.0,Уточкин_ВШЭ
16841,"Хватит выкладывать мои фразы в контакт, гады.",6,504,8540.0,Вечерин_ВШЭ
16837,"Не будьте лежачими камнями, будьте Rolling Stones! ",10,288,9709.0,Соловова_ВШЭ
16820,"Совмещать нужно свои хотелки и свои могульки, так сказать.",5,235,5481.0,Усенко_ВШЭ
16785,"- Так, вы над моими шутками смеялись активно, вам плюсик. А вы... смеялись не очень активно.- Но я же отвечала!- А кого это волнует?",7,449,7226.0,Новиков_ВШЭ
16784,"- Итак, Английская револю... ууууу.*Новиков замирает на полминуты, глядя в окно*- Там просто шарики пронесли.",3,357,7128.0,Новиков_ВШЭ
16773,"- Можно с начала?- что с начала? Сначала был Бог, потом появился Ленин, потом пришёл Сталин, теперь Путин.",4,276,5910.0,Евстафьев_ВШЭ
16719,"Законодательная техника страдает. Скажу как будущим практикам-юристам: если вы читаете закон и не можете понять, что там сказано - проблема не в вас.",4,239,6408.0,Гриценко_ВШЭ
16680,"Если бы Фрейд в то время приехал в Россию, где были голодные бунты, то он бы построил свои теории не на сексуальном желании, а на пищевом... Как я люблю.",6,238,7781.0,Вечерин_ВШЭ
16674,"Лектор спрашивает аудиторию:- Для чего нужен финучёт?- To summarize информацию- Oh, you speak London?",2,415,8048.0,Кондрахина_ВШЭ
16631,П: Все мы насмотрелись американских фильмов про юристов и мне «нравится» как они там постоянно говорят на процессе: «протестую!». Так вот представьте вообще возможно ли так сказать в нашем процессе?:Адвокат: Протестую!Русский судья: Пшел вон отсюда!,1,215,6531.0,Тимофеев_ВШЭ
16519,"Кто-то уже подходит, спрашивает меня про загробную жизнь. То есть, как учиться в магистратуре.",4,208,5346.0,Курдин_ВШЭ
16482,"Я называю вашу воду в курсовых ""шифрованием пустот"".",10,386,8468.0,Борышнева_ВШЭ
16475,"Я люблю пирожки, жену и путешествовать.",3,271,7402.0,Вечерин_ВШЭ
16449,"Багринцева студенту: ""Что там за переписка у вас такая интересная?"" - ""С чего вы взяли, что там переписка?"" - ""Человек не может с таким счастливым лицом смотреть в учебник"".",8,357,8468.0,Багринцева_ВШЭ
16402,"В Вышке занятие может проходить по двум схемам: традиционной - когда нет маркера и классической - когда не работает проектор. Сегодня по традиционной, я пошёл за маркером.",9,515,13812.0,Волков_ВШЭ
16394,"""Why бы и не not"".",2,296,8048.0,Оралова_ВШЭ
16393,"На экзамене.""Мы будем за вами внимательно следить... Надо же кому-то в Синергии учиться!""",9,353,10816.0,Закревский_ВШЭ
16381,Между двумя прямыми угол пи на 4. Я не люблю измерять в градусах углы. В градусах я измеряю алкогольные напитки.,9,324,8291.0,Жилин_ВШЭ
16376,"Решаем задание с интегралом.Дагаев: Какое у вас возникает желание, когда вы видите косинус в 5 степени?Студент: Выйти в окно.Дагаев: Неправильно. Правильный ответ: занести под знак дифференциала.",6,292,9138.0,Дагаев_ВШЭ
16340,"У меня есть коллекция интересных отказов в возбуждении уголовных дел. Вот история. В полицию поступило заявление от зоопарка о краже муфлона. Следователь понимал, что вероятность раскрытия этого дела невелика, и, чтобы плохим показателем это дело не повисло, решил отказать в возбуждении. Написал: администрация зоопарка забыла подрезать муфлону крылья, поэтому он улетел вместе со стаей уток. Прокурор впоследствии этот отказ отменил, поскольку муфлон - это баран такой.",19,486,11027.0,Пашин_ВШЭ
16326,"Аносова: [Имя], ты сделал домашнее задание ? Студент: Анна Витальевна, ну .. я пытался.Аносова: Это ты девушке своей будешь говорить, что ты пытался.",5,234,7121.0,Экономика
16302,"О экзамене по английскому:- Как выбрать, что писать: график или абзац эссе. Честно, тут как повезет, надо посмотреть на оба задания. Если график будет как в прошлом году, то есть всего одна полоска - это хорошо. Да и в принципе, одна полоска - это всегда хорошо, да парни?",2,218,6322.0,Хомутский_ВШЭ
16253,"Для студентов, которые переписывают работы с Википедии, есть специальный ад. Они там слушают лекции на основе Википедии.",8,226,6407.0,Чупрыгин_ВШЭ
16138,"- Можно написать ""государство"" как ""гос-во""?- Да просто Г.",1,261,6077.0,Алюшин_ВШЭ
16084,"*голуби живущие под крышей над актовым залом курлычут во время лекции*- Вот видите, даже голуби посещают лекции, а вы прогуливаете!",3,215,5055.0,Яковенко_ВШЭ
16059,"Если вам что-то непонятно, пожалуйста, задавайте вопросы. Хотя мне кажется, что я объясняю, как богиня.",0,323,6369.0,Копылова_ВШЭ
16057,С: - Можно вопрос вот прям не по теме?П: - Прям вообще не по теме?С: - Прям вообще.П: - Я женат.,18,588,8927.0,Почекаев_ВШЭ
16036,"В прошлом году спрашивал студентов : «Какова вероятность, что я пойду на кровосток?». Все смеялись. А она была высока. ",3,235,7420.0,Дёмин_ВШЭ
15987,"Обещаю вам оценивать ваши работы из принципов необъективности, предвзятости, ну и ненависти, наверное. ",8,328,7995.0,Казаков_ВШЭ
15978,"Пустые разговоры – частое явление среди влюблённых. Потому что ты говоришь с любимым человеком. Я с любимым человеком – хоть о ёжике, хоть о морской свинке. ",3,242,7708.0,Осповат_ВШЭ
15974,Мы собрались здесь ради одного главного вопроса. Кто лучше Бетховен или Бейонсе? Меня этот вопрос постоянно мучает...,1,283,7187.0,Астахов_ВШЭ
15961,Хочешь быть счастливым? Пиши курсач!,4,208,8250.0,Вечерин_ВШЭ
15944,У меня на факультете две функции: одна функция так сказать вазелина. Чтобы помочь вам войти в юр.науку. ,13,225,6726.0,Закревский_ВШЭ
15900,"Новиков: ""Вы же знаете кто у вас будет принимать экзамен?""Студенты: ""Да, вы и Кульков.""Новиков: ""Я понятия не имею кто такой Кульков."" ",1,214,5927.0,Новиков_ВШЭ
15885,Ваша личная жизнь сейчас в мат.анализе! Вся! По крайней мере на ближайшие 45 минут. И вечером после дискотеки тоже! ,4,243,9294.0,Алексеева_ВШЭ
15855,"Вот вы потом будете все эти курсовые писать, а я буду читать их и вскрываться. ",3,233,6704.0,Новиков_ВШЭ
15819,"М: Все прочитали главу в учебнике?С: Да.М: Я спрашиваю, потому что этого задания там не было.",7,237,7058.0,Мячин_ВШЭ
15778,"- В источнике достаточно много воды...- Это не вода, это эмоциональные переживания!",6,225,6417.0,Канаева_ВШЭ
15777,"У нас будет семинар, посвящённый бедности. Давайте считать его профориентационным.",17,613,9081.0,Кабанов_ВШЭ
15713,Ницше умер. Хихихи.,1,241,6885.0,Лечич_ВШЭ
15699,Девочки любят нигилистов.,5,243,7062.0,Соловьева_ВШЭ
15671,"Ко: - Вот мы и прошли 2 рубежа. А значит что скоро, в декабре...Студент из зала: - Мы все умрем.Ко: - Да!",4,217,7086.0,Ковалев_ВШЭ
15669,Если человек слушает шансон и учится в Вышке... Я бы не стала интерпретировать эту ситуацию. Тут может быть всё что угодно: от детского церебрального паралича до жизненной стратегии.,3,210,6565.0,Ганжа_ВШЭ
15668,Мне не нужны счастливые студенты на семинарах: они бессмысленны.,3,324,7536.0,Астахов_ВШЭ
15652,"Лекция неожиданно прерывается, преподаватель задумчиво смотрит в пол, в аудитории неловкое молчание.Через 10 секунд:П: Извините, нёбо зачесалось. ",5,299,6389.0,Мячин_ВШЭ
15642,"Сейчас мы посмотрим мини-контрольную, а потом у нас с вами начнётся Великая депрессия. Тема «Великая депрессия», сама она у нас начнётся перед сессией.",4,252,6386.0,Раков_ВШЭ
15625,"Когда вы вырастете, вам жить так надоест, что вы с радостью умрёте.",7,285,9391.0,Рогонян_ВШЭ
15603,"Студенты (неоднократно): извините, у меня, возможно, глупый и тупой вопрос...Почекаев: судя по вашим преамбулам к вопросам, вы все конченые дебилы какие-то!",10,223,7516.0,Почекаев_ВШЭ
15535,"Правая нога - это там, где большой палец слева.",3,209,6037.0,Филимонов_ВШЭ
15507,"— Достаточно ли вы устали для того, чтобы видеть здесь сову?... Можно вот еще нарисовать мертвую сову.",5,425,7109.0,Есаулов_ВШЭ
15459,"Вы все знаете такой паблик, ""Цитатник ВШЭ"", вы там цитируете преподов. Так вот, у меня есть собственный цитатник, где я цитирую вас. Покажу в конце года, спасибо, что пополняете мою коллекцию. ",1,302,6843.0,Хомутский_ВШЭ
